,Fear,Depe,Expr,Gent,Prud,Crea,Sent,Gree,Live,Flex,Soci,Sinc,Anxi,Pati,Perf,Fair,Inqu,SocB,Mode,AesA,Forg,Unco,Orga,Dili
11291,4.0,3.9,4.7,4.5,3.6,3.6,4.9,3.8,4.0,4.6,4.6,2.9,3.9,4.4,3.4,4.8,4.5,4.6,4.8,4.6,4.5,3.9,4.1,3.8
11292,2.6,3.4,4.1,4.5,4.0,4.5,2.1,4.7,4.1,4.5,4.5,4.7,3.6,4.5,5.0,4.4,4.1,3.8,5.7,4.1,3.2,4.4,4.6,3.6
11293,4.5,3.8,3.8,3.7,3.5,4.2,4.9,4.2,3.4,4.1,4.6,5.0,4.1,3.4,3.1,3.7,3.4,4.0,4.4,5.2,4.2,4.9,4.5,3.7
11294,4.3,3.7,4.8,3.0,3.8,4.3,2.8,3.3,4.0,4.5,4.4,3.6,2.8,4.1,4.6,3.4,4.8,4.1,4.3,4.7,4.5,4.0,4.1,3.5
11295,4.1,4.4,4.7,4.2,3.7,4.3,2.0,4.9,4.4,4.2,4.3,5.0,4.3,5.2,4.7,3.6,4.6,4.0,5.3,4.7,4.4,4.4,4.4,4.6
11296,4.4,3.7,4.6,6.1,4.1,4.3,1.9,4.3,3.8,3.9,4.8,5.7,3.8,3.8,3.4,4.3,4.6,4.4,5.2,4.7,4.2,5.4,4.7,4.1
11297,3.7,3.4,3.1,4.7,4.2,3.9,5.1,4.2,4.4,3.5,4.3,5.2,3.8,4.4,4.4,4.5,4.0,4.7,5.6,4.5,3.6,4.1,4.6,4.5
11298,3.4,4.1,3.5,3.9,3.7,4.3,6.4,3.8,3.9,4.3,2.8,4.0,4.4,4.5,4.0,4.1,4.7,3.8,4.2,4.8,3.8,3.9,3.3,4.0
11300,3.5,4.2,3.5,3.7,3.7,4.4,3.3,3.3,3.9,4.5,4.1,5.0,3.8,3.9,4.3,4.3,4.4,4.7,4.6,4.0,4.6,4.8,4.0,4.1
11301,3.3,4.0,4.0,4.5,3.4,4.3,5.2,4.4,3.2,4.5,4.3,3.5,4.4,4.6,4.8,3.8,4.4,3.9,4.6,5.3,3.8,4.6,3.7,2.9
11302,4.4,3.9,3.7,3.9,4.1,4.3,5.0,4.2,4.7,4.0,3.7,4.8,3.9,3.6,4.1,4.0,5.3,4.9,5.1,4.5,3.8,4.8,4.2,3.8
11303,3.4,3.0,3.1,3.7,3.8,4.2,3.5,3.6,3.8,3.9,3.2,4.6,4.2,3.8,4.5,3.6,4.0,3.7,3.5,4.4,3.9,3.8,4.4,3.6
11304,3.9,4.0,3.8,4.3,3.6,4.5,5.3,3.3,3.7,3.9,4.4,3.6,4.3,4.2,4.8,4.2,4.6,4.1,4.4,4.8,4.4,4.5,4.4,4.0
11305,3.5,3.6,3.8,4.3,3.5,4.3,4.7,4.3,4.4,4.7,4.3,4.3,3.9,3.7,4.6,4.5,4.7,4.2,3.9,4.5,4.3,4.6,4.4,3.8
11306,5.4,4.0,4.0,3.5,3.7,5.0,3.8,3.7,4.7,4.3,4.5,4.3,5.3,4.4,4.9,5.2,4.1,4.3,4.4,4.9,3.7,4.5,4.2,4.9
11307,5.1,3.3,5.4,4.4,4.1,4.4,4.8,4.0,3.5,3.8,4.2,5.4,5.4,4.6,3.8,4.2,4.4,4.1,4.7,3.8,4.3,4.3,4.1,3.8
11308,2.5,3.7,2.3,3.5,4.1,4.2,3.4,3.9,4.0,4.5,4.2,4.4,3.9,3.4,3.2,3.2,4.3,4.6,3.7,4.3,4.1,3.9,4.4,4.1
11309,4.1,3.9,3.7,4.5,3.1,4.5,4.7,3.8,4.7,5.1,3.8,4.2,4.6,4.0,4.3,3.7,4.8,4.0,4.0,4.7,3.7,3.9,4.0,4.2
11310,2.4,3.4,2.9,3.9,3.9,4.0,4.4,4.0,3.8,4.4,3.3,4.8,3.5,3.6,3.6,3.8,4.8,3.9,4.2,3.8,4.0,3.9,3.7,3.8
11311,3.5,3.7,5.3,4.1,4.4,3.9,3.4,3.3,5.2,4.4,4.6,3.7,4.8,4.9,4.4,4.1,4.2,4.1,4.1,5.2,4.6,4.1,4.4,5.5
11312,4.2,4.0,4.9,3.9,4.2,4.4,5.6,3.9,5.0,5.1,4.0,4.9,4.2,4.7,5.7,4.2,4.5,5.0,5.8,6.3,4.0,4.5,5.0,3.6
11313,5.3,4.1,4.3,3.5,4.6,3.4,4.0,4.4,4.2,4.4,4.8,4.8,4.6,4.1,4.6,5.1,4.6,4.8,4.5,5.1,4.1,4.3,4.5,3.7
11314,3.7,3.1,4.9,3.4,3.8,4.3,3.5,4.3,4.4,4.1,3.9,3.0,4.2,4.5,5.2,3.9,4.1,4.2,4.1,4.4,3.8,4.3,3.8,4.1
11315,4.4,3.3,3.5,4.3,3.6,3.0,3.6,3.9,3.7,5.3,3.8,4.9,3.6,4.5,5.0,4.9,4.3,3.9,5.7,5.0,4.9,3.6,4.9,5.6
11316,4.2,3.6,2.7,4.0,4.7,3.1,4.9,4.1,4.6,3.5,4.0,4.3,4.4,4.2,3.7,4.0,4.8,4.6,5.6,5.3,4.6,4.4,4.8,4.7
11317,5.6,3.9,3.9,3.7,2.8,3.5,1.4,3.4,3.1,2.4,3.2,4.1,3.5,4.5,3.1,3.1,3.5,3.2,2.7,4.6,4.1,3.5,3.6,3.8
11318,4.7,3.9,4.3,4.3,4.5,4.6,5.9,2.8,4.0,4.2,3.6,4.8,4.5,5.5,5.7,4.0,4.6,4.1,5.5,6.0,5.0,5.3,5.2,4.1
11319,5.3,4.3,5.3,4.5,4.3,4.5,5.5,4.0,4.5,5.4,4.7,4.5,4.7,5.4,5.7,4.1,5.1,5.3,5.1,5.8,4.7,5.0,5.2,4.8
11320,3.5,4.0,4.1,4.2,2.6,4.0,3.4,4.1,3.9,4.3,3.7,3.6,3.5,3.8,3.9,3.3,4.0,3.8,4.9,3.5,4.4,4.3,4.3,4.5
11321,3.7,4.1,3.6,4.0,3.7,4.4,4.0,3.6,4.3,4.5,4.1,3.7,4.1,3.9,4.2,4.1,4.4,4.7,4.4,4.1,4.2,4.8,3.6,4.4
11322,3.4,4.1,4.1,4.3,3.5,4.6,4.6,4.7,4.0,4.6,3.8,4.6,3.8,3.8,3.4,4.0,4.5,4.5,3.9,4.1,3.8,4.7,3.9,3.9
11323,4.2,3.5,4.0,3.6,4.0,3.3,3.3,3.9,3.3,3.5,2.7,4.1,4.4,4.5,3.7,3.1,4.4,4.0,4.3,4.4,4.6,4.4,4.7,3.7
11324,2.2,3.7,4.6,3.4,3.2,4.2,3.4,4.0,3.0,4.1,3.6,3.8,3.3,3.5,3.5,3.5,3.2,3.7,4.7,2.7,4.0,4.3,4.3,3.2
11325,3.7,4.1,3.5,3.5,3.6,4.4,4.0,3.8,3.6,4.0,3.4,3.8,4.2,4.2,3.1,4.7,3.8,3.9,4.3,4.8,3.6,4.4,4.6,3.6
11326,3.6,4.4,3.7,3.3,3.0,4.5,4.8,3.3,4.9,4.9,4.3,5.6,4.2,5.0,4.7,4.1,4.5,4.2,5.1,4.9,4.4,4.4,4.8,4.5
11327,3.5,3.9,3.5,3.5,3.9,3.7,4.2,4.3,4.5,4.2,4.2,4.3,4.0,4.7,4.7,3.8,4.3,4.2,5.2,4.1,4.1,4.4,4.9,4.2
11328,5.4,4.1,5.6,4.4,4.0,3.8,3.9,3.1,3.6,3.9,3.3,5.9,3.5,3.8,3.7,4.4,4.4,3.6,3.7,4.7,4.4,4.6,4.4,4.2
11329,4.3,4.6,4.9,4.2,3.6,4.5,4.9,4.6,4.6,4.7,4.2,4.9,3.8,4.3,3.9,3.9,4.9,4.2,4.9,4.1,4.4,4.3,4.6,5.1
11330,2.7,4.4,4.2,3.0,3.4,4.0,4.6,3.5,3.6,4.9,3.9,5.7,4.5,4.0,3.6,4.1,5.2,4.2,5.4,3.6,4.8,4.2,4.1,3.6
11331,4.2,4.3,3.7,3.9,3.4,4.1,4.7,3.8,3.8,3.9,4.0,4.9,3.7,3.6,4.3,3.6,4.2,4.1,4.2,4.2,4.2,4.6,4.7,3.6
11332,2.8,4.0,4.9,3.9,3.6,4.0,2.7,3.7,2.7,3.5,4.3,4.8,4.8,5.6,4.9,3.6,4.0,3.9,2.9,5.0,3.4,4.1,4.5,3.1
11333,4.9,4.6,3.0,4.6,4.0,3.4,2.7,3.1,5.0,4.3,5.4,5.9,5.8,4.0,3.8,4.0,4.0,4.0,6.4,3.9,4.0,5.6,4.2,4.7
11334,3.9,2.6,5.8,3.7,3.9,4.5,3.5,3.8,4.3,4.4,4.1,4.8,4.3,4.5,4.0,4.2,3.9,4.4,3.0,5.6,4.8,3.7,5.1,4.1
11335,4.8,4.8,2.6,4.8,4.8,4.6,6.6,4.2,4.1,4.5,5.1,4.3,4.9,4.4,4.7,4.5,5.0,6.1,4.3,5.0,4.4,3.7,3.3,3.8
11336,4.8,4.0,3.0,5.2,4.9,4.2,6.6,3.6,4.7,5.0,4.2,5.9,3.7,4.1,3.4,4.7,4.8,4.9,5.6,5.3,4.5,4.2,4.7,4.6
11337,3.3,3.1,3.9,3.4,3.0,4.0,4.5,3.9,4.1,4.0,4.1,4.6,3.7,3.9,4.1,3.9,4.7,4.2,4.5,5.4,5.1,4.0,3.9,3.2
11338,3.7,3.6,3.8,4.3,3.2,3.5,4.7,4.1,3.8,4.2,4.3,3.7,4.4,3.6,4.1,3.1,3.8,4.2,4.5,4.0,3.6,4.1,3.9,4.0
11339,4.3,3.7,3.9,4.6,4.4,3.8,5.4,4.1,3.5,3.8,4.0,3.6,4.0,4.3,4.3,3.9,4.6,4.4,4.8,4.4,4.1,4.4,4.8,4.0
11340,4.1,5.0,4.5,4.2,5.0,4.4,3.9,5.0,4.1,4.5,4.8,5.1,5.1,4.5,5.2,4.0,5.4,5.2,5.1,5.8,3.7,4.5,4.8,4.5
11341,4.9,4.1,4.8,4.3,4.6,4.5,5.8,4.2,4.7,5.1,4.3,3.7,4.9,5.1,5.9,4.6,5.4,4.9,5.3,5.2,4.1,4.5,4.9,4.4
11342,4.4,4.0,3.1,4.7,4.1,4.2,3.7,3.4,3.2,4.6,3.7,5.2,4.3,3.9,3.7,3.6,4.4,3.9,4.2,4.9,3.9,4.8,4.9,3.8
11343,4.9,4.2,4.2,5.0,4.1,3.9,5.9,4.5,4.2,4.3,4.1,5.2,4.7,4.5,4.8,3.7,5.0,4.8,4.6,4.9,4.3,5.4,4.5,4.0
11344,4.9,4.0,3.7,4.2,3.5,3.8,3.4,4.0,3.8,4.2,3.9,5.5,3.8,4.1,3.8,4.8,5.0,4.2,5.0,5.0,3.7,4.3,3.7,3.2
11345,5.7,4.1,4.5,4.2,4.6,4.1,3.3,4.1,4.8,5.3,4.6,4.1,5.0,5.1,4.8,4.9,3.9,4.6,4.4,4.0,4.8,3.9,3.7,4.4
11346,4.2,3.9,3.6,4.0,3.8,4.4,4.3,4.5,4.5,4.6,4.1,4.3,4.1,4.3,3.9,4.3,4.2,4.2,3.9,4.3,4.0,3.8,3.9,3.7
11347,4.1,4.5,4.9,4.6,4.5,4.1,4.6,3.9,3.6,4.2,4.2,3.5,4.6,4.4,4.6,3.7,4.4,4.6,4.1,4.2,4.3,4.3,4.3,4.0
11348,4.7,4.3,4.7,5.6,4.8,4.3,6.3,3.8,4.6,4.2,4.2,3.5,5.6,4.6,5.0,4.5,4.6,5.1,4.9,5.4,4.2,4.1,4.2,4.9
11349,3.4,3.7,3.6,4.2,3.6,4.4,2.8,4.2,4.7,4.6,3.7,5.2,4.3,3.8,3.9,4.1,4.6,4.1,5.5,3.9,3.7,4.7,3.6,4.0
11350,2.9,3.5,3.7,4.6,3.6,3.9,2.9,4.1,4.2,4.6,4.2,3.3,4.5,4.6,3.7,4.2,4.3,4.6,5.0,3.4,3.5,4.5,3.9,4.1
11351,3.5,3.2,3.9,4.7,3.7,3.9,3.8,4.6,4.4,4.7,4.4,5.0,4.3,3.3,4.2,3.7,4.0,4.1,4.3,5.1,4.0,3.6,3.6,4.3
11352,4.5,3.3,3.7,5.2,4.0,4.5,3.6,3.9,4.3,3.8,4.8,4.0,5.2,5.0,5.5,4.2,4.3,5.1,5.7,5.4,3.4,4.5,4.9,3.8
11353,1.8,3.2,2.6,2.4,3.6,3.8,4.6,4.2,4.1,4.6,3.0,5.3,3.8,2.9,3.3,3.9,3.6,3.6,5.4,2.8,4.2,4.7,4.4,3.9
11354,3.0,3.8,3.2,3.2,4.1,4.4,4.3,4.2,4.1,4.1,4.5,4.8,4.1,4.1,4.8,3.9,4.3,4.6,4.5,5.2,3.9,3.6,4.6,4.1
11355,6.9,3.4,4.0,5.3,4.2,4.4,6.3,4.8,4.7,5.0,4.8,4.0,5.8,5.2,5.8,5.1,5.2,5.1,5.2,4.0,3.7,3.3,3.5,6.4
11356,5.7,5.0,5.1,4.6,3.2,4.5,4.3,4.3,4.4,4.6,4.3,4.4,6.0,4.6,4.5,3.3,4.2,4.9,4.6,5.6,3.7,4.9,4.5,4.1
11357,3.9,4.1,4.7,4.0,3.2,4.8,4.8,3.7,4.2,4.4,4.0,4.2,4.1,4.0,4.3,3.1,3.9,4.5,4.6,5.7,4.3,4.2,4.7,5.2
11358,3.5,4.0,4.2,3.8,4.2,4.2,5.3,3.0,3.9,3.8,4.1,5.7,4.3,4.9,5.6,4.0,4.9,4.8,4.4,5.0,4.3,4.1,3.7,4.1
11359,4.0,3.2,4.1,3.9,4.2,3.6,3.8,4.2,4.3,4.2,4.0,4.1,4.5,4.1,4.0,4.0,5.0,4.6,4.7,4.3,4.3,4.1,4.4,3.7
11360,5.1,3.5,5.5,5.7,5.6,4.5,5.4,5.3,4.4,5.0,6.0,4.9,6.1,5.7,6.1,4.6,5.3,6.1,6.6,6.1,6.2,5.7,4.7,5.1
11361,3.8,4.3,3.5,2.9,4.0,3.4,4.4,4.7,4.4,5.8,4.2,4.2,3.7,4.9,4.9,3.7,4.4,4.2,4.2,3.3,4.5,3.8,4.7,3.5
11362,3.1,3.2,3.0,2.7,3.9,4.1,4.3,4.0,4.2,4.5,3.6,4.3,3.6,3.9,4.1,4.8,4.0,3.6,5.5,3.1,4.3,3.7,4.1,3.2
11363,4.2,2.5,3.7,3.3,5.0,4.2,5.4,3.2,4.4,3.8,4.1,4.5,4.3,4.4,4.4,4.5,4.5,5.3,3.5,5.4,3.7,4.1,5.2,4.0
11364,5.0,5.4,5.3,5.4,3.5,4.0,2.8,4.4,4.2,4.4,4.2,4.6,4.7,4.4,4.8,3.7,4.4,4.6,5.9,3.2,5.0,5.4,4.3,3.8
11365,3.1,4.4,4.2,4.6,4.5,5.0,2.9,4.1,5.1,4.9,4.2,4.7,4.3,3.9,4.5,4.4,5.4,3.5,5.0,4.5,4.6,4.5,5.0,4.8
11366,2.3,4.0,3.6,3.3,3.4,3.7,2.7,4.3,4.3,4.1,3.6,4.8,3.3,4.6,4.1,3.9,4.7,3.8,4.6,3.1,3.6,3.7,4.2,4.5
11367,3.3,4.1,2.4,2.8,3.4,3.7,5.5,3.7,4.3,4.3,4.1,5.4,3.8,4.2,3.9,4.0,4.0,3.7,4.3,3.7,3.9,3.6,4.2,4.7
11368,2.9,4.4,5.1,3.9,3.5,4.5,3.4,3.8,3.8,4.4,4.0,5.1,5.3,5.4,5.1,4.0,4.3,4.5,5.8,3.4,4.4,4.7,4.2,3.4
11369,4.2,3.8,4.6,4.0,4.2,4.9,4.7,3.7,4.0,4.7,3.7,5.6,4.6,4.4,4.1,3.6,4.6,4.8,4.7,4.7,4.5,4.1,4.6,4.3
11370,3.3,4.1,3.6,3.5,4.5,5.4,4.0,4.8,3.6,4.4,4.4,5.5,3.9,3.9,4.1,4.1,5.1,3.9,4.4,3.6,4.6,4.2,4.6,4.8
11371,4.8,4.0,3.9,4.1,5.3,4.3,5.4,3.9,4.3,4.6,4.6,4.5,4.5,4.0,4.3,4.2,4.5,4.5,4.7,4.3,3.5,4.2,4.2,3.6
11372,4.3,4.0,4.9,4.0,4.2,3.9,5.8,3.6,4.1,4.0,4.2,3.2,4.2,3.9,4.8,3.9,4.0,4.7,5.3,3.3,4.7,3.9,4.1,4.4
11373,3.1,4.6,3.8,3.5,3.6,3.9,1.2,4.8,5.1,4.7,4.6,5.5,4.7,5.4,3.9,4.0,4.8,4.3,5.2,3.4,5.0,4.7,5.1,4.3
11374,5.4,3.4,5.2,4.8,4.7,4.6,3.6,3.8,4.6,3.6,4.3,5.0,3.7,4.2,3.5,3.3,4.9,4.5,5.5,4.4,3.9,4.3,4.6,4.1
11375,4.0,4.6,3.9,4.3,3.9,4.5,6.0,4.0,4.6,4.4,4.0,4.5,4.3,4.7,4.4,4.1,4.4,5.0,4.4,4.3,3.7,4.7,3.8,4.1
11376,3.8,3.6,4.1,3.2,3.7,4.1,4.4,2.9,3.4,4.4,4.0,5.0,3.8,4.3,4.2,3.6,5.1,5.0,5.0,4.0,3.6,4.1,5.2,4.3
11377,2.4,2.8,3.8,4.0,3.1,4.3,2.9,4.9,4.9,5.2,4.4,5.4,3.8,3.5,3.9,4.0,3.8,4.9,5.3,2.9,4.6,5.4,4.6,4.6
11378,3.2,3.1,3.5,4.0,3.8,4.2,4.4,4.3,3.9,4.3,3.4,4.1,3.8,3.5,3.7,4.5,3.9,4.6,4.5,3.7,4.0,4.5,3.9,3.7
11379,2.6,3.9,3.6,3.5,3.7,4.0,4.0,4.7,4.5,3.8,4.5,5.7,4.3,4.3,4.6,4.4,4.7,4.4,5.5,5.3,4.0,4.6,4.5,4.2
11380,2.5,4.1,4.2,3.8,3.4,4.3,2.9,4.0,3.7,4.3,4.0,5.7,4.1,4.4,3.9,4.2,4.8,4.4,4.9,5.1,4.2,4.4,4.6,4.5
11381,4.5,4.2,4.0,4.1,3.5,4.1,4.5,3.2,4.0,3.9,4.3,5.1,4.2,4.3,4.6,4.3,4.8,3.7,4.4,4.5,3.4,4.4,4.5,4.6
11382,3.1,3.3,4.8,4.2,4.6,4.8,5.2,3.9,2.6,2.9,4.2,3.5,3.3,4.7,5.5,4.1,4.1,4.0,5.5,5.1,4.3,4.9,4.3,3.9
11383,2.4,3.1,4.7,3.2,3.1,4.0,3.2,3.5,3.4,4.3,3.9,4.5,3.6,4.0,4.9,4.0,4.7,3.7,4.7,4.5,4.7,4.1,4.5,3.5
11384,3.9,3.7,3.5,3.0,3.7,4.1,6.0,3.8,4.6,5.2,4.2,3.6,4.5,4.7,5.6,4.3,5.2,4.9,4.7,5.7,3.9,4.1,4.3,3.4
11385,2.9,3.6,2.5,2.7,5.1,4.2,2.5,3.7,3.7,4.7,3.7,5.2,3.4,4.0,3.6,3.6,4.5,3.8,5.0,4.1,4.8,4.6,4.2,3.5
11386,3.6,3.7,4.3,4.5,3.9,4.3,5.6,4.0,5.4,4.7,4.5,4.7,4.1,4.5,4.5,4.4,4.3,4.5,5.2,4.5,4.3,4.4,4.7,4.1
11387,2.9,4.4,3.3,4.7,3.2,4.2,4.1,4.2,4.5,4.4,4.3,4.7,4.6,4.7,4.7,4.0,4.8,4.8,4.7,5.8,4.1,4.5,3.5,4.2
11388,2.2,4.2,2.6,2.0,3.5,3.7,2.8,5.0,3.9,4.6,4.7,3.1,5.0,3.1,4.7,3.4,4.5,4.7,4.2,4.8,3.7,4.3,4.2,4.0
11389,3.3,4.2,4.1,3.6,4.1,3.4,4.5,4.0,4.2,4.1,3.7,4.3,3.8,4.8,4.7,3.4,3.8,3.9,5.9,4.3,3.7,3.9,3.7,3.2
11390,4.1,4.1,4.7,3.9,4.1,3.7,4.7,3.8,4.2,4.2,3.8,3.7,3.8,4.1,5.0,4.0,4.6,4.0,5.8,4.4,3.6,4.0,3.6,3.0
11391,4.3,3.7,3.4,3.8,3.9,4.2,5.2,3.9,3.5,3.8,4.4,4.6,4.0,3.7,3.8,4.0,4.6,3.6,4.0,3.6,4.4,4.5,4.1,3.7
11392,4.2,3.8,3.9,4.0,3.9,5.1,4.8,4.7,4.5,4.9,5.0,4.5,4.4,4.7,4.4,4.9,4.5,3.8,4.3,5.4,4.6,5.0,4.5,4.5
11393,4.6,4.7,3.9,4.4,4.1,4.2,6.0,3.4,4.1,4.8,4.7,5.5,4.8,4.0,3.7,3.3,5.3,4.3,3.9,4.9,3.7,3.7,4.1,3.5
11394,2.8,4.4,4.4,3.6,3.9,3.8,4.1,4.1,4.0,4.6,4.0,3.8,3.8,4.9,4.8,3.8,4.4,3.7,4.9,3.7,4.6,3.7,4.5,3.7
11395,3.2,3.6,3.2,2.8,3.7,4.1,3.7,3.9,3.2,3.3,3.9,3.3,3.2,3.6,3.7,4.4,4.4,3.6,4.3,3.7,4.1,3.9,4.0,4.4
11396,3.5,4.1,3.1,4.3,4.2,4.9,4.3,4.6,4.6,4.8,4.1,4.4,4.5,4.3,4.6,4.4,4.0,5.0,4.5,3.8,4.1,4.7,4.0,4.1
11397,3.1,3.7,3.9,3.3,4.1,4.0,6.0,3.8,4.1,4.0,4.2,4.6,4.5,3.9,4.4,3.8,4.4,4.9,4.4,4.6,3.4,4.4,3.7,3.5
11398,3.7,3.7,4.0,3.8,4.5,3.8,5.1,3.6,4.5,4.3,3.4,3.3,4.3,4.2,4.3,4.1,4.2,4.4,5.4,4.2,3.6,4.1,4.6,3.8
11399,4.0,4.5,2.8,4.6,4.0,4.3,2.8,5.0,4.1,4.4,4.1,4.9,5.1,4.0,5.2,3.9,5.0,5.7,5.9,6.3,4.1,5.1,4.3,4.1
11400,2.9,4.2,3.2,4.4,4.4,4.1,5.2,4.0,4.2,4.8,4.2,5.2,4.0,3.9,4.8,4.0,4.8,5.0,5.1,5.5,4.1,4.2,5.2,4.0
11401,3.2,3.5,5.4,4.3,2.7,4.2,5.2,3.4,4.3,4.4,4.5,4.6,3.8,4.6,5.0,4.2,4.8,4.6,5.2,4.9,3.6,5.2,4.2,4.3
11402,2.7,3.0,4.2,4.0,3.8,4.3,2.9,3.7,3.6,3.3,3.8,4.3,3.9,3.1,3.7,3.5,3.9,4.1,4.6,5.1,4.0,5.1,4.2,3.3
11403,3.6,3.3,2.5,4.1,3.8,4.1,4.3,3.7,3.9,4.4,3.8,4.9,4.5,4.2,4.9,4.5,5.1,4.1,4.6,5.2,4.2,4.5,4.5,4.3
11404,4.2,3.6,4.2,3.6,3.1,3.8,4.3,3.8,4.2,4.1,4.0,4.3,4.1,4.3,4.4,3.7,4.1,4.5,4.7,4.7,4.8,4.1,4.1,4.3
11405,4.2,3.3,4.9,4.0,3.5,3.8,4.6,3.6,4.8,4.1,4.8,3.4,4.2,5.2,5.3,3.7,3.5,4.5,3.8,4.2,4.0,3.7,4.0,3.5
11406,4.2,4.1,3.8,4.4,4.6,4.7,4.6,3.8,4.0,4.8,3.9,5.1,4.7,4.7,4.2,4.3,4.5,4.5,5.1,5.3,3.9,5.2,4.5,4.4
11407,3.5,3.7,5.2,5.1,3.4,4.2,3.7,2.1,4.5,4.0,5.1,5.6,4.5,5.3,6.1,4.0,4.4,4.7,6.3,6.1,3.5,5.0,4.1,4.2
11408,2.1,3.7,2.7,1.6,3.4,4.0,5.3,2.7,3.7,3.5,4.2,2.2,3.3,3.5,3.8,3.8,3.8,3.5,4.2,2.6,4.1,3.8,3.6,2.9
11409,4.2,3.3,3.3,3.6,3.7,4.3,3.8,3.6,4.2,3.2,3.8,3.9,3.9,3.8,4.6,4.5,3.8,4.1,3.4,3.8,3.9,4.0,3.8,3.5
11410,3.6,3.8,4.1,3.6,3.9,4.5,3.6,4.0,4.3,4.2,4.1,3.3,3.5,4.4,4.3,3.6,4.4,4.5,5.4,5.3,5.2,3.8,4.4,4.8
11411,2.4,3.2,3.3,3.4,3.4,3.9,1.6,2.8,4.1,3.8,3.9,4.4,3.7,3.8,4.9,3.7,4.5,5.0,5.2,5.7,3.8,3.2,3.2,3.9
11412,2.9,3.6,4.0,3.1,2.6,3.0,1.7,3.9,3.5,3.8,3.9,3.4,3.8,3.4,5.1,4.0,4.3,4.4,4.5,2.8,4.8,4.3,4.1,4.3
11413,4.0,3.8,5.0,4.9,3.9,4.2,3.0,3.4,4.3,4.0,4.4,4.1,3.1,3.9,3.8,3.8,4.8,4.6,3.9,3.5,4.1,4.9,3.5,3.3
11414,2.5,3.8,2.8,3.0,4.0,4.2,5.6,4.0,3.7,4.0,3.1,4.8,3.1,3.4,3.4,4.5,4.5,3.9,4.9,3.8,4.3,4.0,4.1,3.5
11417,3.5,2.9,3.2,4.3,4.2,4.2,4.0,4.2,3.7,4.5,3.7,3.7,3.8,4.5,4.7,4.4,3.9,4.0,2.9,3.3,3.9,3.9,3.1,3.4
11418,3.0,3.3,2.6,3.0,3.2,4.6,2.5,4.4,4.6,4.2,4.7,4.5,5.0,3.5,3.8,4.4,3.6,4.3,4.0,4.9,3.8,4.3,3.8,3.5
11419,3.3,4.3,3.5,3.1,4.2,4.2,4.1,3.7,4.7,4.5,3.8,3.1,4.1,5.2,5.5,4.1,4.7,4.5,5.2,5.0,4.1,4.9,4.1,4.4
11420,3.3,4.1,3.9,3.9,3.7,3.8,4.3,3.3,4.4,4.1,4.3,2.9,4.9,5.1,5.8,4.0,4.1,3.9,4.0,5.4,4.3,4.0,3.7,4.9
11421,4.4,4.1,5.0,5.0,4.3,4.3,6.0,3.5,4.4,4.0,3.1,3.7,4.1,4.1,5.1,4.1,3.9,4.3,4.4,4.5,4.3,5.2,4.2,4.3
11422,3.8,4.1,4.0,3.2,4.0,4.5,3.2,4.1,4.7,3.9,4.2,4.6,3.6,5.1,4.6,3.9,4.3,4.3,5.4,3.7,4.0,4.9,4.7,3.9
11423,3.8,4.3,4.3,4.7,4.3,4.1,5.0,3.8,3.5,4.1,4.0,3.9,4.2,5.2,5.2,4.2,4.3,4.4,4.1,4.5,3.2,4.0,3.8,3.0
11424,5.2,5.0,4.0,5.1,4.5,4.6,4.8,4.1,5.1,4.8,4.3,3.4,4.9,5.6,5.4,3.6,4.7,5.2,5.6,6.6,4.9,4.0,4.3,4.7
11425,2.1,3.7,4.9,4.2,4.3,3.8,3.7,4.3,4.5,4.4,4.3,5.1,4.6,4.7,4.4,3.6,4.2,4.0,4.7,3.0,3.8,4.5,4.5,5.0
11426,5.3,3.8,3.9,3.9,4.0,4.3,4.3,3.0,3.7,4.3,4.0,4.1,3.3,4.6,4.0,3.9,4.5,3.1,3.7,5.0,3.5,3.8,4.3,3.7
11427,3.9,4.4,4.2,4.3,4.3,4.1,4.9,4.0,4.1,4.6,4.0,3.8,3.9,4.2,4.9,4.3,4.9,4.4,4.7,4.4,4.0,4.7,3.8,4.0
11428,3.5,4.3,2.6,4.1,3.6,4.5,5.0,3.7,4.1,4.6,4.1,3.1,4.1,4.2,4.4,4.2,5.3,4.4,4.5,5.6,5.2,4.6,4.5,3.8
11429,3.1,4.3,3.9,3.5,4.1,4.2,6.2,3.7,4.6,4.9,5.6,4.4,4.7,5.6,6.2,4.6,3.9,5.1,4.8,5.5,4.0,4.6,4.4,4.4
11431,3.9,3.8,4.6,4.5,4.2,5.1,5.3,3.1,3.3,4.1,3.9,3.4,3.7,4.2,5.7,5.0,4.7,5.0,5.7,5.9,4.0,3.7,5.2,3.4
11432,4.7,4.4,5.1,5.2,3.7,4.4,5.3,3.8,4.3,3.9,3.7,4.5,3.9,5.0,5.3,4.4,6.1,4.3,5.8,4.8,3.7,5.3,3.7,4.5
11433,4.1,4.7,4.4,3.8,4.1,5.0,4.1,4.7,3.9,4.9,4.4,5.1,4.6,3.5,4.6,4.0,4.5,5.5,6.1,3.3,3.9,5.2,4.4,3.6
11434,4.2,3.0,5.6,4.0,3.0,4.5,5.0,4.1,4.7,4.8,4.8,3.1,2.9,5.3,5.4,4.2,4.2,4.4,5.1,4.5,4.4,4.7,4.8,4.3
